origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
SDN,True,True,ETH,True,True,ASY,f,12-17,12,17,6,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,ASY,f,all,None,None,14,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,ASY,m,12-17,12,17,7,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,ASY,m,18-59,18,59,257,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,ASY,m,all,None,None,264,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,ASY,all,all,None,None,278,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,REF,f,0-4,0,4,3158,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,REF,f,5-11,5,11,4300,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,REF,f,12-17,12,17,2054,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,REF,f,18-59,18,59,7081,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,REF,f,60+,60,None,596,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,REF,f,all,None,None,17189,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,REF,m,0-4,0,4,3336,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,REF,m,5-11,5,11,4458,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,REF,m,12-17,12,17,2533,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,REF,m,18-59,18,59,7266,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,REF,m,60+,60,None,665,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,REF,m,all,None,None,18258,2014-01-01,2014-12-31
SDN,True,True,ETH,True,True,REF,all,all,None,None,35447,2014-01-01,2014-12-31
SDN,True,True,FIN,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,FIN,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,FIN,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,FIN,False,False,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,FIN,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,FIN,False,False,REF,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,FIN,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,FIN,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,FIN,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,FIN,False,False,REF,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,FIN,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,FIN,False,False,REF,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,FIN,False,False,REF,all,all,None,None,16,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,ASY,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,ASY,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,ASY,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,ASY,all,all,None,None,1496,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,REF,f,all,None,None,411,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,REF,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,REF,m,all,None,None,2335,2014-01-01,2014-12-31
SDN,True,True,FRA,False,False,REF,all,all,None,None,2746,2014-01-01,2014-12-31
SDN,True,True,GAB,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,GAB,False,False,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,GAB,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,GAB,False,False,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,GAB,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GAB,False,False,ASY,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,GAB,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,GAB,False,False,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,GAB,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,GAB,False,False,ASY,m,18-59,18,59,6,2014-01-01,2014-12-31
SDN,True,True,GAB,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GAB,False,False,ASY,m,all,None,None,6,2014-01-01,2014-12-31
SDN,True,True,GAB,False,False,ASY,all,all,None,None,6,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,ASY,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,ASY,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,ASY,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,ASY,all,all,None,None,984,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,REF,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,REF,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,REF,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,GBR,False,False,REF,all,all,None,None,4089,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,ASY,f,5-11,5,11,13,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,ASY,f,18-59,18,59,21,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,ASY,f,all,None,None,34,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,ASY,m,0-4,0,4,5,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,ASY,m,5-11,5,11,13,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,ASY,m,12-17,12,17,21,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,ASY,m,18-59,18,59,198,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,ASY,m,all,None,None,237,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,ASY,all,all,None,None,271,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,REF,f,5-11,5,11,9,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,REF,f,12-17,12,17,6,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,REF,f,18-59,18,59,21,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,REF,f,all,None,None,36,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,REF,m,0-4,0,4,14,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,REF,m,5-11,5,11,14,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,REF,m,12-17,12,17,12,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,REF,m,18-59,18,59,157,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,REF,m,all,None,None,197,2014-01-01,2014-12-31
SDN,True,True,GHA,False,False,REF,all,all,None,None,233,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,ASY,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,ASY,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,ASY,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,ASY,all,all,None,None,126,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,REF,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,REF,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,REF,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,GRC,False,False,REF,all,all,None,None,274,2014-01-01,2014-12-31
SDN,True,True,HRV,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,HRV,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,HRV,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,HRV,False,False,REF,f,18-59,18,59,5,2014-01-01,2014-12-31
SDN,True,True,HRV,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,HRV,False,False,REF,f,all,None,None,5,2014-01-01,2014-12-31
SDN,True,True,HRV,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,HRV,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,HRV,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,HRV,False,False,REF,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,HRV,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,HRV,False,False,REF,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,HRV,False,False,REF,all,all,None,None,5,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,ASY,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,ASY,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,ASY,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,ASY,all,all,None,None,11,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,REF,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,REF,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,REF,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,HUN,False,True,REF,all,all,None,None,35,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,ASY,f,18-59,18,59,14,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,ASY,f,all,None,None,14,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,ASY,m,5-11,5,11,12,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,ASY,m,18-59,18,59,112,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,ASY,m,all,None,None,124,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,ASY,all,all,None,None,138,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,REF,f,18-59,18,59,6,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,REF,f,all,None,None,6,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,REF,m,12-17,12,17,5,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,REF,m,18-59,18,59,107,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,REF,m,all,None,None,112,2014-01-01,2014-12-31
SDN,True,True,IDN,False,False,REF,all,all,None,None,118,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,ASY,f,5-11,5,11,7,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,ASY,f,all,None,None,7,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,ASY,m,18-59,18,59,57,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,ASY,m,all,None,None,57,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,ASY,all,all,None,None,64,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,REF,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,REF,m,18-59,18,59,49,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,REF,m,all,None,None,49,2014-01-01,2014-12-31
SDN,True,True,IND,False,False,REF,all,all,None,None,49,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,ASY,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,ASY,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,ASY,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,ASY,all,all,None,None,75,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,REF,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,REF,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,REF,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,IRL,False,False,REF,all,all,None,None,201,2014-01-01,2014-12-31
SDN,True,True,IRQ,False,True,ASY,f,0-4,0,4,29,2014-01-01,2014-12-31
SDN,True,True,IRQ,False,True,ASY,f,5-11,5,11,59,2014-01-01,2014-12-31
SDN,True,True,IRQ,False,True,ASY,f,12-17,12,17,37,2014-01-01,2014-12-31
SDN,True,True,IRQ,False,True,ASY,f,18-59,18,59,80,2014-01-01,2014-12-31
SDN,True,True,IRQ,False,True,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,IRQ,False,True,ASY,f,all,None,None,205,2014-01-01,2014-12-31
SDN,True,True,IRQ,False,True,ASY,m,0-4,0,4,23,2014-01-01,2014-12-31
SDN,True,True,IRQ,False,True,ASY,m,5-11,5,11,68,2014-01-01,2014-12-31
SDN,True,True,IRQ,False,True,ASY,m,12-17,12,17,39,2014-01-01,2014-12-31
SDN,True,True,IRQ,False,True,ASY,m,18-59,18,59,403,2014-01-01,2014-12-31
SDN,True,True,IRQ,False,True,ASY,m,60+,60,None,53,2014-01-01,2014-12-31
SDN,True,True,IRQ,False,True,ASY,m,all,None,None,586,2014-01-01,2014-12-31
SDN,True,True,IRQ,False,True,ASY,all,all,None,None,791,2014-01-01,2014-12-31
SDN,True,True,ISR,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,ISR,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,ISR,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,ISR,False,False,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,ISR,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,ISR,False,False,REF,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,ISR,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,ISR,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,ISR,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,ISR,False,False,REF,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,ISR,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,ISR,False,False,REF,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,ISR,False,False,REF,all,all,None,None,6588,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,ASY,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,ASY,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,ASY,m,all,None,None,0,2014-01-01,2014-12-31
