origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
PSE,False,True,SDN,True,True,OOC,m,18-59,18,59,56,2020-01-01,2020-12-31
PSE,False,True,SDN,True,True,OOC,m,60+,60,None,7,2020-01-01,2020-12-31
PSE,False,True,SDN,True,True,OOC,m,all,None,None,94,2020-01-01,2020-12-31
PSE,False,True,SDN,True,True,OOC,all,all,None,None,171,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,ASY,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,ASY,m,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,ASY,all,all,None,None,1670,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,REF,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,REF,m,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,AGO,False,True,REF,all,all,None,None,279,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,ASY,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,ASY,m,18-59,18,59,7,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,ASY,m,all,None,None,7,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,ASY,all,all,None,None,7,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,REF,f,18-59,18,59,5,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,REF,f,all,None,None,5,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,REF,m,18-59,18,59,8,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,REF,m,all,None,None,8,2020-01-01,2020-12-31
SDN,True,True,ARE,False,False,REF,all,all,None,None,13,2020-01-01,2020-12-31
SDN,True,True,ARG,False,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,ARG,False,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,ARG,False,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,ARG,False,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,ARG,False,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,ARG,False,True,REF,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,ARG,False,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,ARG,False,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,ARG,False,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,ARG,False,True,REF,m,18-59,18,59,5,2020-01-01,2020-12-31
SDN,True,True,ARG,False,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,ARG,False,True,REF,m,all,None,None,5,2020-01-01,2020-12-31
SDN,True,True,ARG,False,True,REF,all,all,None,None,5,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,ASY,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,ASY,m,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,ASY,all,all,None,None,149,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,REF,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,REF,m,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,AUS,False,False,REF,all,all,None,None,554,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,ASY,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,ASY,m,all,None,None,18,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,ASY,all,all,None,None,18,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,REF,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,REF,m,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,AUT,False,False,REF,all,all,None,None,336,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,ASY,f,all,None,None,20,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,ASY,m,all,None,None,210,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,ASY,all,all,None,None,230,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,REF,f,all,None,None,56,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,REF,m,all,None,None,203,2020-01-01,2020-12-31
SDN,True,True,BEL,False,False,REF,all,all,None,None,259,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,ASY,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,ASY,m,0-4,0,4,8,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,ASY,m,all,None,None,8,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,ASY,all,all,None,None,8,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,REF,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,REF,m,5-11,5,11,9,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,REF,m,all,None,None,9,2020-01-01,2020-12-31
SDN,True,True,BEN,False,False,REF,all,all,None,None,9,2020-01-01,2020-12-31
SDN,True,True,BGR,False,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BGR,False,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BGR,False,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BGR,False,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BGR,False,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BGR,False,True,REF,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,BGR,False,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BGR,False,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BGR,False,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BGR,False,True,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BGR,False,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BGR,False,True,REF,m,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,BGR,False,True,REF,all,all,None,None,12,2020-01-01,2020-12-31
SDN,True,True,BIH,False,False,OOC,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BIH,False,False,OOC,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BIH,False,False,OOC,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BIH,False,False,OOC,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BIH,False,False,OOC,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BIH,False,False,OOC,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,BIH,False,False,OOC,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BIH,False,False,OOC,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BIH,False,False,OOC,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BIH,False,False,OOC,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BIH,False,False,OOC,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BIH,False,False,OOC,m,all,None,None,15,2020-01-01,2020-12-31
SDN,True,True,BIH,False,False,OOC,all,all,None,None,15,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,ASY,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,ASY,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,ASY,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,ASY,m,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,ASY,all,all,None,None,144,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,REF,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,REF,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,REF,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,REF,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,REF,m,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,BRA,False,True,REF,all,all,None,None,76,2020-01-01,2020-12-31
SDN,True,True,BWA,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BWA,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BWA,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BWA,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,BWA,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BWA,False,False,REF,f,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,BWA,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,BWA,False,False,REF,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,BWA,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,BWA,False,False,REF,m,18-59,18,59,5,2020-01-01,2020-12-31
SDN,True,True,BWA,False,False,REF,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,BWA,False,False,REF,m,all,None,None,5,2020-01-01,2020-12-31
SDN,True,True,BWA,False,False,REF,all,all,None,None,5,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,ASY,f,5-11,5,11,5,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,ASY,f,18-59,18,59,7,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,ASY,f,all,None,None,12,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,ASY,m,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,ASY,m,all,None,None,0,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,ASY,all,all,None,None,12,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,REF,f,0-4,0,4,29,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,REF,f,5-11,5,11,66,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,REF,f,12-17,12,17,22,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,REF,f,18-59,18,59,72,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,REF,f,60+,60,None,5,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,REF,f,all,None,None,194,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,REF,m,0-4,0,4,37,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,REF,m,5-11,5,11,50,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,REF,m,12-17,12,17,22,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,REF,m,18-59,18,59,78,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,REF,m,60+,60,None,6,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,REF,m,all,None,None,193,2020-01-01,2020-12-31
SDN,True,True,CAF,True,True,REF,all,all,None,None,387,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,ASY,f,0-4,0,4,23,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,ASY,f,5-11,5,11,35,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,ASY,f,12-17,12,17,37,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,ASY,f,18-59,18,59,112,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,ASY,f,all,None,None,235,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,ASY,m,0-4,0,4,30,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,ASY,m,5-11,5,11,52,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,ASY,m,12-17,12,17,26,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,ASY,m,18-59,18,59,168,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,ASY,m,all,None,None,314,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,ASY,all,all,None,None,549,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,REF,f,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,REF,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,REF,f,18-59,18,59,0,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,REF,f,all,None,None,202,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,REF,m,0-4,0,4,29,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,REF,m,5-11,5,11,33,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,REF,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,REF,m,18-59,18,59,103,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,REF,m,60+,60,None,9,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,REF,m,all,None,None,210,2020-01-01,2020-12-31
SDN,True,True,CAN,False,False,REF,all,all,None,None,1776,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,ASY,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,ASY,f,5-11,5,11,5,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,ASY,f,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,ASY,f,18-59,18,59,6,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,ASY,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,ASY,f,all,None,None,11,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,ASY,m,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,ASY,m,5-11,5,11,0,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,ASY,m,12-17,12,17,0,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,ASY,m,18-59,18,59,16,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,ASY,m,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,ASY,m,all,None,None,16,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,ASY,all,all,None,None,27,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,REF,f,0-4,0,4,0,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,REF,f,5-11,5,11,5,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,REF,f,12-17,12,17,5,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,REF,f,18-59,18,59,18,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,REF,f,60+,60,None,0,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,REF,f,all,None,None,28,2020-01-01,2020-12-31
SDN,True,True,CHE,False,False,REF,m,0-4,0,4,0,2020-01-01,2020-12-31
